price	stores	missing_cards
140.57	4	0
159.16	3	2
156.86	4	0
152.98	3	3
146.45	5	0
187.12	4	0
155.32	4	3
179.78	3	2
145.98	3	9
189.30	2	5
156.03	5	0
177.44	4	0
