card,store,quantity,value
time walk,Magic Store Brasil,1,25500.00
descentelhar,VAULT,8,1.75
descentelhar,Multiverso Cards Comercio de Jogos e Acessorios Lt,1,0.90
descentelhar,Chuck TCG,8,1.75
descentelhar,CHQ Cards,1,1.90
descentelhar,Armada Nerd Hobby Store,4,1.75
descentelhar,Power9,4,1.75
