card,store,quantity,value
fellwar stone,VAULT,1,4.50
fellwar stone,VAULT,1,5.50
fellwar stone,VAULT,1,6.50
fellwar stone,VAULT,1,6.00
fellwar stone,Neowalkers Geek Store,1,5.98
fellwar stone,Legends Game Store,1,5.75
fellwar stone,Legends Game Store,13,5.75
fellwar stone,Card Tutor,5,4.95
fellwar stone,Card Tutor,1,5.50
fellwar stone,Card Tutor,1,4.95
fellwar stone,TCGeeK,5,3.76
fellwar stone,TCGeeK,3,3.76
fellwar stone,TCGeeK,1,5.64
fellwar stone,TCGeeK,1,3.76
fellwar stone,TCGeeK,1,3.76
fellwar stone,Prime MTG,6,4.90
fellwar stone,LIMIAR STORE,1,5.47
fellwar stone,Miragem Hobby,6,4.75
fellwar stone,MTG Cards Games,44,2.50
fellwar stone,MTG Cards Games,1,3.95
fellwar stone,SpellCast,1,3.94
fellwar stone,Pi Games,1,3.69
fellwar stone,Reino Magic,1,3.00
fellwar stone,Reino Magic,1,3.00
fellwar stone,Loja Blood Moon,1,2.85
fellwar stone,Loja Blood Moon,1,2.85
fellwar stone,Padrinho: Card Store,3,2.99
fellwar stone,Basics Cards,1,2.99
fellwar stone,Cabala MtG,1,2.64
fellwar stone,Meruru,1,2.75
fellwar stone,Moinho de Vento Geek Store,2,1.79
fellwar stone,Moinho de Vento Geek Store,1,2.49
fellwar stone,Magic Leste,1,2.75
reliquary tower,Magic House Games,4,29.75
reliquary tower,Card Tutor,14,9.95
reliquary tower,Card Tutor,2,27.95
reliquary tower,Card Tutor,1,5.50
reliquary tower,Liga Arena,1,6.56
reliquary tower,Liga Arena,1,28.41
reliquary tower,Liga Arena,2,5.61
reliquary tower,Power9,1,31.95
reliquary tower,Power9,1,24.95
reliquary tower,Power9,1,15.95
reliquary tower,Power9,6,11.95
reliquary tower,Power9,9,6.95
reliquary tower,Cards Store,3,30.00
reliquary tower,Cards Store,2,10.90
reliquary tower,Cards Store,1,14.90
reliquary tower,Cards Store,1,4.90
reliquary tower,Pharaoh\'s Shop,15,11.00
reliquary tower,Pharaoh\'s Shop,1,30.00
reliquary tower,VampireX TCG,4,7.26
reliquary tower,VampireX TCG,4,7.03
reliquary tower,VampireX TCG,3,6.59
reliquary tower,VampireX TCG,3,7.03
reliquary tower,VampireX TCG,2,32.55
reliquary tower,VampireX TCG,1,28.15
reliquary tower,VampireX TCG,1,7.03
reliquary tower,VampireX TCG,1,29.03
reliquary tower,VampireX TCG,1,16.71
reliquary tower,Loja Blood Moon,1,27.55
reliquary tower,Loja Blood Moon,1,4.75
reliquary tower,TCGeeK,2,7.99
reliquary tower,TCGeeK,1,27.00
reliquary tower,Vila Celta Hobby Store,4,9.99
reliquary tower,Vila Celta Hobby Store,4,17.99
reliquary tower,Vila Celta Hobby Store,1,27.99
reliquary tower,Vila Celta Hobby Store,1,17.99
reliquary tower,Magic Club,5,27.90
reliquary tower,Magic Club,2,7.45
reliquary tower,Magic Club,1,9.25
reliquary tower,Inside Games,29,8.00
reliquary tower,Inside Games,5,9.00
reliquary tower,Inside Games,3,8.00
reliquary tower,Inside Games,2,10.00
reliquary tower,Cards Of Paradise,48,8.29
reliquary tower,Cards Of Paradise,46,8.29
reliquary tower,Cards Of Paradise,34,8.29
reliquary tower,Cards Of Paradise,13,8.29
reliquary tower,Cards Of Paradise,2,8.29
reliquary tower,Cards Of Paradise,1,25.29
reliquary tower,Cards Of Paradise,1,16.79
reliquary tower,Porto Livre Games,8,24.65
reliquary tower,Porto Livre Games,7,6.38
reliquary tower,Porto Livre Games,13,6.38
reliquary tower,Mulligan Geek Store,19,9.75
reliquary tower,Mulligan Geek Store,11,11.75
reliquary tower,Mulligan Geek Store,4,9.75
reliquary tower,Mulligan Geek Store,4,9.75
reliquary tower,Mulligan Geek Store,2,9.75
reliquary tower,Mulligan Geek Store,1,23.75
reliquary tower,Newstation,11,14.00
reliquary tower,Newstation,6,8.00
reliquary tower,Newstation,3,22.00
reliquary tower,Newstation,2,12.00
reliquary tower,Newstation,1,10.00
reliquary tower,Newstation,1,12.00
reliquary tower,Basics Cards,1,20.99
reliquary tower,Basics Cards,1,18.99
reliquary tower,Basics Cards,1,9.99
reliquary tower,Magic Leste,3,19.90
reliquary tower,Neowalkers Geek Store,8,7.98
reliquary tower,Neowalkers Geek Store,3,8.99
reliquary tower,Neowalkers Geek Store,2,18.00
reliquary tower,Neowalkers Geek Store,1,7.98
reliquary tower,Neowalkers Geek Store,1,7.98
reliquary tower,Neowalkers Geek Store,1,25.00
