card,store,quantity,value
spark double,Reino Magic,2,7.60
spark double,Reino Magic,3,18.00
spark double,Prime MTG,4,5.61
spark double,Prime MTG,2,17.10
spark double,Cards Store,3,4.82
spark double,Cards Store,2,15.00
spark double,Flow Games,4,22.00
spark double,Flow Games,19,8.00
spark double,Panteão Games,1,12.50
spark double,Panteão Games,7,4.09
spark double,CHQ Cards,1,12.00
spark double,CHQ Cards,1,7.90
spark double,VAULT,4,10.00
spark double,Inside Games,28,12.00
spark double,Toca do Quati,3,11.20
spark double,Meruru,24,9.98
spark double,Magicbembarato,8,9.66
spark double,TCGeeK,15,9.31
spark double,PRCShop,13,5.50
spark double,PRCShop,6,17.00
spark double,Elder Dragon Brasil,2,8.90
spark double,Newstation,3,9.00
spark double,Livraria do Infinito - MagicJebb,1,8.50
spark double,Armada Nerd Hobby Store,4,8.00
spark double,Top Deck RN,4,7.99
spark double,A Taverna,6,8.95
spark double,Cards Outlet,18,9.98
spark double,Cards Outlet,4,9.98
spark double,Tutubahia,4,7.50
spark double,Power9,4,7.40
spark double,Gideon\'s Palace,2,7.25
spark double,Mulligan Geek Store,7,7.25
spark double,Power Up Games,3,7.50
spark double,Treasure Cards,2,7.20
spark double,Epic Game,22,7.49
aven eternal,Millennium Cards & Games,8,0.15
spark double,Load or Cast,11,7.00
spark double,Lets Collect,8,6.95
spark double,MTG Caxias Cards,5,6.99
spark double,Mineral Games,2,6.95
spark double,New !QUEST STORE,6,7.00
spark double,LIMIAR STORE,1,6.57
spark double,Segura Card & Games,7,6.50
spark double,Jaw Games,1,6.50
spark double,MTG Cards Games,14,6.25
spark double,Arena Hobby Store,7,6.00
spark double,Card Tutor,3,5.95
spark double,Player`s Stop,8,6.24
spark double,Goblin Hero Store,2,5.70
spark double,Geex Hobby Store,4,5.75
spark double,Universo Magic,14,5.50
spark double,Bahia Store,4,5.29
spark double,Tabuleria,7,5.25
spark double,Ilusões Industriais,1,5.00
spark double,ProNerd,7,4.26
spark double,Multiverso Cards Comercio de Jogos e Acessorios Lt,6,4.92
spark double,Condado Card Games,5,4.77
spark double,Refúgio do Dragão,8,4.07
spark double,Ascensão,5,4.06
spark double,Ascensão,1,0.00
spark double,Ascensão,3,4.06
commence the endgame,AnimeToys Sorocaba,1,16.00
commence the endgame,TCGeeK,18,4.70
commence the endgame,TCGeeK,2,15.04
commence the endgame,DeckMasterGames,1,15.60
commence the endgame,VAULT,1,3.00
commence the endgame,VAULT,1,13.95
commence the endgame,House of Cards - Card Games,4,4.95
commence the endgame,House of Cards - Card Games,3,14.95
commence the endgame,Legends Game Store,1,13.99
commence the endgame,Legends Game Store,8,3.99
spark double,RED Jogos,4,6.50
commence the endgame,Power9,1,13.95
commence the endgame,Power9,4,3.95
commence the endgame,VampireX TCG,1,12.98
commence the endgame,Flow Games,1,12.00
commence the endgame,Flow Games,1,12.00
commence the endgame,Flow Games,22,2.50
commence the endgame,Meruru,2,12.90
commence the endgame,Meruru,1,3.98
commence the endgame,Vila Celta Hobby Store,4,3.89
commence the endgame,Vila Celta Hobby Store,3,11.99
commence the endgame,Cards Of Paradise,49,4.75
commence the endgame,Cards Of Paradise,6,11.75
commence the endgame,Cards Of Paradise,2,11.75
commence the endgame,Bazar de Bagdá,18,2.99
commence the endgame,Bazar de Bagdá,1,11.99
commence the endgame,Epic Game,18,3.90
commence the endgame,Epic Game,1,11.90
commence the endgame,Magic Club,7,2.70
commence the endgame,Magic Club,1,11.70
commence the endgame,Porto Livre Games,1,11.50
commence the endgame,Porto Livre Games,2,3.50
spark double,Arsenal Nerd,2,4.00
commence the endgame,Medieval Cards,18,2.75
commence the endgame,Medieval Cards,2,11.00
commence the endgame,Reino Magic,6,3.10
commence the endgame,Reino Magic,4,11.00
spark double,Loja de Cartinhas,1,6.90
commence the endgame,Newstation,4,3.50
commence the endgame,Newstation,1,15.00
commence the endgame,PRCShop,14,3.50
commence the endgame,PRCShop,2,11.00
commence the endgame,Card Tutor,9,2.95
commence the endgame,Card Tutor,1,10.50
commence the endgame,Hobby Center,1,11.00
commence the endgame,Hobby Center,1,5.50
commence the endgame,Pharaoh\'s Shop,17,2.50
commence the endgame,Pharaoh\'s Shop,2,2.50
commence the endgame,Pharaoh\'s Shop,1,10.00
commence the endgame,A Taverna,7,3.95
commence the endgame,A Taverna,1,11.95
commence the endgame,Universo Magic,16,2.50
