card,store,quantity,value
empty the warrens,VAULT,3,2.00
empty the warrens,VAULT,3,0.50
empty the warrens,VAULT,3,1.75
empty the warrens,VAULT,2,1.25
empty the warrens,VAULT,2,1.75
empty the warrens,VAULT,1,1.50
empty the warrens,VAULT,1,1.25
empty the warrens,Tokenlandia Cards,1,2.50
empty the warrens,Tokenlandia Cards,1,2.50
empty the warrens,Magicbembarato,13,1.53
empty the warrens,Magicbembarato,8,1.98
empty the warrens,Magicbembarato,4,2.21
empty the warrens,Inside Games,3,2.00
empty the warrens,Cards Outlet,18,1.48
empty the warrens,Cards Outlet,4,1.93
empty the warrens,Cards Outlet,1,2.13
empty the warrens,Cards Outlet,4,1.48
empty the warrens,Cards Outlet,4,2.13
empty the warrens,Cards Outlet,4,1.93
empty the warrens,Power9,1,2.00
empty the warrens,Power9,1,1.75
empty the warrens,Power9,2,1.50
empty the warrens,Power9,1,1.50
empty the warrens,Power9,1,1.25
empty the warrens,Newstation,6,2.00
empty the warrens,Newstation,2,2.00
empty the warrens,Newstation,2,2.00
empty the warrens,Chuck TCG,2,1.00
empty the warrens,Chuck TCG,3,1.00
empty the warrens,Chuck TCG,1,1.50
empty the warrens,Bazar de Bagdá,35,1.49
empty the warrens,Bazar de Bagdá,4,0.99
empty the warrens,Bazar de Bagdá,2,1.49
empty the warrens,Bazar de Bagdá,1,0.75
empty the warrens,VampireX TCG,1,1.49
empty the warrens,Legends Game Store,2,1.34
empty the warrens,LIMIAR STORE,7,1.07
empty the warrens,LIMIAR STORE,4,1.31
empty the warrens,Ilusões Industriais,1,1.50
empty the warrens,Ilusões Industriais,5,1.00
empty the warrens,Ilusões Industriais,1,0.75
empty the warrens,Cards e Games,42,1.29
empty the warrens,Meruru,2,1.25
empty the warrens,Mulligan Geek Store,19,1.25
empty the warrens,Mulligan Geek Store,2,1.25
empty the warrens,Konklave FunStore,1,1.20
empty the warrens,Hobby Center,1,1.00
empty the warrens,Toca do Quati,1,1.00
empty the warrens,Taverna Geek,2,1.00
empty the warrens,Millennium Cards & Games,2,1.00
empty the warrens,Millennium Cards & Games,1,1.00
empty the warrens,Miragem Hobby,8,0.84
empty the warrens,Miragem Hobby,2,1.00
empty the warrens,Pi Games,1,1.00
empty the warrens,PRCShop,5,1.00
empty the warrens,A Taverna,3,1.00
empty the warrens,House of Cards - Card Games,4,0.95
empty the warrens,Flow Games,2,0.95
empty the warrens,Flow Games,2,0.95
empty the warrens,Loja Blood Moon,3,0.90
empty the warrens,Universo Magic,2,0.90
empty the warrens,Treasure Cards,2,0.90
empty the warrens,Treasure Cards,2,0.86
empty the warrens,Treasure Cards,2,0.86
empty the warrens,Treasure Cards,1,0.90
empty the warrens,Treasure Cards,1,0.81
empty the warrens,Livraria do Infinito - MagicJebb,1,0.90
empty the warrens,Lets Collect,12,0.86
empty the warrens,Lets Collect,11,0.86
empty the warrens,Porto Livre Games,8,0.85
empty the warrens,Magic House Games,2,0.78
empty the warrens,Player`s Stop,2,0.75
