card,store,quantity,value
Inspiring Statuary,Cards Of Paradise,1,4.75
Pirate's Prize,Arsenal Nerd,24,0.07
Pirate's Prize,Basics Cards,3,0.06
Inspiring Statuary,Miragem Hobby,2,2.90
Inspiring Statuary,Miragem Hobby,2,13.95
Inspiring Statuary,Pi Games,1,9.50
Inspiring Statuary,Konklave FunStore,2,8.99
Inspiring Statuary,Konklave FunStore,4,4.95
Inspiring Statuary,Chuck TCG,8,3.00
Inspiring Statuary,Chuck TCG,1,8.00
Inspiring Statuary,City Class Games,12,3.50
Inspiring Statuary,City Class Games,3,7.99
Inspiring Statuary,City Class Games,3,7.99
Inspiring Statuary,City Class Games,2,4.00
Inspiring Statuary,City Class Games,2,4.00
Inspiring Statuary,Bazar de Bagdá,17,3.49
Inspiring Statuary,Bazar de Bagdá,2,7.99
Inspiring Statuary,Loja Grimorium,2,3.99
Inspiring Statuary,Loja Grimorium,1,7.99
Inspiring Statuary,Loja Grimorium,1,3.99
Inspiring Statuary,VampireX TCG,2,7.03
Inspiring Statuary,Portal,1,6.00
Inspiring Statuary,Hobby Center,4,6.00
Inspiring Statuary,Universo Magic,1,6.00
Inspiring Statuary,Universo Magic,1,5.00
Inspiring Statuary,You Cards,1,5.99
Inspiring Statuary,Load or Cast,1,6.00
Inspiring Statuary,Load or Cast,7,1.60
Inspiring Statuary,Valhala Store,2,6.00
Inspiring Statuary,Lets Collect,13,2.25
Inspiring Statuary,Lets Collect,1,5.36
Inspiring Statuary,Magic Club,15,2.45
Inspiring Statuary,Magic Club,2,5.45
Inspiring Statuary,Pharaoh\'s Shop,6,1.40
Inspiring Statuary,Pharaoh\'s Shop,1,1.40
Inspiring Statuary,Pharaoh\'s Shop,1,5.00
Inspiring Statuary,Pharaoh\'s Shop,1,4.50
Inspiring Statuary,Cards Store,1,5.00
Inspiring Statuary,Cards Store,1,5.00
Inspiring Statuary,MTG Cards Games,9,1.95
Inspiring Statuary,MTG Cards Games,2,4.95
Inspiring Statuary,CL TCG,1,4.75
Inspiring Statuary,Multiverso Cards Comercio de Jogos e Acessorios Lt,1,6.00
Inspiring Statuary,Multiverso Cards Comercio de Jogos e Acessorios Lt,1,0.99
Inspiring Statuary,Treasure Cards,1,4.50
Inspiring Statuary,Tutubahia,4,3.75
Inspiring Statuary,Shandalar,7,1.49
Inspiring Statuary,Shandalar,1,4.20
Inspiring Statuary,Top Deck RN,1,4.00
Inspiring Statuary,Top Deck RN,1,2.00
Inspiring Statuary,TCGeeK,3,3.80
Inspiring Statuary,Card Castle,3,3.99
Inspiring Statuary,Inside Games,6,3.25
Inspiring Statuary,Nerdz Cards,17,2.50
Inspiring Statuary,Nerdz Cards,4,2.90
Inspiring Statuary,Nerdz Cards,1,2.50
Inspiring Statuary,VAULT,2,2.50
Inspiring Statuary,Cards Outlet,5,2.66
Inspiring Statuary,Magicbembarato,4,2.84
Inspiring Statuary,Card Tutor,1,2.50
Inspiring Statuary,Basics Cards,1,3.49
Inspiring Statuary,Basics Cards,2,0.99
Inspiring Statuary,Legends Game Store,1,2.48
Inspiring Statuary,Tokenlandia Cards,1,3.00
Inspiring Statuary,Neowalkers Geek Store,2,1.98
Inspiring Statuary,Mineral Games,6,2.00
Inspiring Statuary,Mineral Games,2,1.50
Inspiring Statuary,Power Up Games,1,2.50
Inspiring Statuary,Armada Nerd Hobby Store,1,2.00
Inspiring Statuary,Toca do Quati,2,3.20
Inspiring Statuary,Cabala MtG,1,1.76
Inspiring Statuary,Reino Magic,1,2.00
Inspiring Statuary,Livraria do Infinito - MagicJebb,1,1.80
Inspiring Statuary,Gideon\'s Palace,4,1.75
Inspiring Statuary,Jaw Games,2,1.50
Inspiring Statuary,Elder Dragon Brasil,11,2.00
Inspiring Statuary,AnimeToys Sorocaba,3,1.50
Inspiring Statuary,Epic Game,3,1.49
Inspiring Statuary,Magic Leste,1,1.45
Inspiring Statuary,Tabuleria,4,1.25
Sailor of Means,TCGeeK,54,0.48
Sailor of Means,TCGeeK,3,1.90
Sailor of Means,Epic Game,15,0.49
Sailor of Means,Epic Game,8,0.25
Sailor of Means,Epic Game,2,1.49
